"","state","sex","age","educ","race","pid7","ideo5","religion","votechoice","hispanic","know_governor","conceal","prochoice","cleanair","wall","mandmin","aca","minwage","newsint"
"46139","Minnesota","Male",49,"Some college","Hispanic","Lean Democrat","Very liberal","Nothing in particular","Joe Biden (Democrat)",NA,"Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"46140","Florida","Female",21,"No HS","Black","Not sure","Not sure","Nothing in particular",NA,"No","Not sure","Support","Support","Support","Support","Support","Support","Oppose","Don't know"
"46141","California","Male",42,"High school graduate","Hispanic","Not very strong Republican","Moderate","Roman Catholic","Donald J. Trump (Republican)",NA,"Democrat","Support","Oppose","Oppose","Oppose","Support","Support","Oppose","Some of the time"
"46142","New Jersey","Female",58,"High school graduate","White","Independent","Not sure","Nothing in particular",NA,"No","Democrat","Support","Support","Support","Support","Support","Support","Favor","Don't know"
"46143","Illinois","Female",27,"4-year","White","Not very strong Republican","Conservative","Protestant","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Support","Support","Oppose","Oppose","Favor","Some of the time"
"46144","Montana","Female",59,"High school graduate","White","Strong Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Support","Support","Oppose","Some of the time"
"46145","Tennessee","Male",56,"High school graduate","White","Strong Republican","Conservative","Agnostic","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Support","Support","Support","Support","Oppose","Some of the time"
"46146","North Carolina","Female",20,"2-year","White","Not very strong Democrat","Moderate","Protestant",NA,"No","Democrat","Oppose","Oppose","Support","Oppose","Support","Oppose","Favor","Some of the time"
"46147","Florida","Male",70,"4-year","Black","Strong Democrat","Very liberal","Protestant","Joe Biden (Democrat)","No","Republican","Oppose","Oppose","Support","Oppose","Support","Oppose","Favor","Most of the time"
"46148","Texas","Male",53,"High school graduate","Hispanic","Independent","Moderate","Nothing in particular",NA,NA,"Republican","Support","Support","Oppose","Support","Support","Support","Oppose","Most of the time"
"46149","Florida","Female",38,"Some college","White","Strong Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Republican","Oppose","Oppose","Oppose","Support","Oppose","Support","Oppose","Some of the time"
"46150","Arizona","Female",23,"High school graduate","White","Independent","Not sure","Nothing in particular",NA,"No","Never Heard of Person","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Hardly at all"
"46151","Pennsylvania","Male",19,"High school graduate","White","Strong Democrat","Very conservative","Roman Catholic",NA,"Yes","Democrat","Oppose","Support","Support","Oppose","Oppose","Support","Favor","Some of the time"
"46152","Pennsylvania","Female",23,"Some college","White","Lean Democrat","Conservative","Jewish","I did not vote in this race","No","Never Heard of Person","Support","Support","Oppose","Support","Support","Oppose","Oppose","Some of the time"
"46153","California","Male",21,"Some college","White","Not very strong Democrat","Moderate","Agnostic","Joe Biden (Democrat)","No","Never Heard of Person","Support","Support","Support","Oppose","Support","Support","Favor","Only now and then"
"46154","Indiana","Male",43,"High school graduate","White","Independent","Not sure","Protestant",NA,"No","Republican","Support","Oppose","Support","Oppose","Support","Support","Favor","Hardly at all"
"46155","Mississippi","Male",24,"High school graduate","Black","Independent","Not sure","Atheist",NA,"No","Never Heard of Person","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Hardly at all"
"46156","Nevada","Female",84,"High school graduate","White","Strong Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Oppose","Support","Oppose","Some of the time"
"46157","Pennsylvania","Male",52,"High school graduate","White","Strong Republican","Liberal","Nothing in particular","Donald J. Trump (Republican)","No","Democrat","Support","Support","Support","Support","Support","Oppose","Oppose","Most of the time"
"46158","Ohio","Female",76,"High school graduate","White","Strong Democrat","Very liberal","Roman Catholic","Joe Biden (Democrat)","No","Republican","Oppose","Oppose","Support","Oppose","Support","Oppose","Favor","Most of the time"
"46159","Pennsylvania","Male",56,"High school graduate","White","Strong Democrat","Moderate","Roman Catholic","Joe Biden (Democrat)","No","Not sure","Oppose","Support","Support","Support","Oppose","Oppose","Oppose","Only now and then"
"46160","Massachusetts","Male",49,"No HS","Hispanic","Not very strong Democrat","Moderate","Protestant",NA,NA,"Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Only now and then"
"46161","Illinois","Female",26,"Post-grad","Black","Strong Democrat","Very liberal","Eastern or Greek Orthodox",NA,"Yes","Not sure","Oppose","Support","Support","Oppose","Oppose","Oppose","Favor","Some of the time"
"46162","Iowa","Male",62,"High school graduate","White","Not very strong Democrat","Moderate","Protestant","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Oppose","Oppose","Favor","Some of the time"
"46163","Florida","Female",74,"High school graduate","White","Strong Republican","Very conservative","Nothing in particular","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Support","Support","Oppose","Hardly at all"
"46164","Iowa","Male",38,"4-year","White","Not very strong Democrat","Moderate","Something else","Joe Biden (Democrat)","No","Other Party / Independent","Support","Support","Support","Support","Support","Oppose","Favor","Some of the time"
"46165","Michigan","Male",75,"High school graduate","White","Not very strong Democrat","Moderate","Roman Catholic","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Some of the time"
"46166","Pennsylvania","Female",44,"High school graduate","White","Independent","Liberal","Roman Catholic","Donald J. Trump (Republican)","No","Democrat","Oppose","Support","Support","Support","Support","Support","Oppose","Only now and then"
"46167","Texas","Male",25,"4-year","White","Lean Democrat","Very liberal","Something else","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"46168","New York","Male",28,"4-year","White","Lean Democrat","Moderate","Agnostic",NA,"No","Democrat","Oppose","Support","Support","Oppose","Support","Support","Favor","Most of the time"
"46169","Arizona","Female",81,"High school graduate","White","Strong Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Oppose","Support","Oppose","Some of the time"
"46170","New York","Female",28,"4-year","White","Strong Democrat","Very liberal","Roman Catholic","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Some of the time"
"46171","Wisconsin","Male",81,"High school graduate","White","Strong Democrat","Moderate","Roman Catholic","Joe Biden (Democrat)","No","Democrat","Oppose","Oppose","Support","Support","Oppose","Oppose","Oppose","Only now and then"
"46172","Maryland","Male",34,"4-year","Black","Independent","Conservative","Roman Catholic",NA,"No","Republican","Support","Support","Support","Support","Support","Oppose","Favor","Most of the time"
"46173","Pennsylvania","Female",27,"Some college","White","Not very strong Republican","Not sure","Protestant",NA,"No","Republican","Oppose","Oppose","Support","Oppose","Support","Support","Favor","Hardly at all"
"46174","Michigan","Female",35,"High school graduate","White","Strong Republican","Conservative","Protestant","Other","No","Democrat","Oppose","Oppose","Oppose","Support","Support","Support","Oppose","Some of the time"
"46175","Florida","Female",30,"High school graduate","Black","Strong Republican","Very conservative","Nothing in particular",NA,"No","Democrat","Support","Support","Support","Support","Support","Support","Favor","Hardly at all"
"46176","Iowa","Male",53,"High school graduate","White","Not very strong Democrat","Moderate","Nothing in particular","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Oppose","Support","Oppose","Oppose","Most of the time"
"46177","Mississippi","Female",79,"High school graduate","White","Strong Republican","Liberal","Nothing in particular","Donald J. Trump (Republican)","No","Not sure","Support","Support","Support","Support","Support","Support","Favor","Only now and then"
"46178","Georgia","Female",34,"4-year","Hispanic","Lean Democrat","Very liberal","Mormon",NA,NA,"Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"46179","North Carolina","Female",28,"High school graduate","Native American","Strong Republican","Very conservative","Protestant",NA,"No","Democrat","Support","Oppose","Support","Oppose","Support","Support","Favor","Most of the time"
"46180","Alabama","Female",60,"High school graduate","White","Not very strong Democrat","Liberal","Protestant","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Support","Favor","Some of the time"
"46181","Illinois","Female",49,"High school graduate","White","Strong Republican","Conservative","Protestant","Donald J. Trump (Republican)","No","Democrat","Support","Support","Oppose","Support","Support","Support","Favor","Some of the time"
"46182","Oregon","Male",58,"High school graduate","Black","Strong Republican","Conservative","Nothing in particular",NA,"No","Democrat","Support","Oppose","Oppose","Support","Oppose","Support","Oppose","Some of the time"
"46183","South Carolina","Female",40,"4-year","Black","Strong Democrat","Very liberal","Protestant","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"46184","Iowa","Female",69,"High school graduate","White","Not very strong Republican","Conservative","Protestant","Donald J. Trump (Republican)","No","Republican","Oppose","Oppose","Oppose","Support","Oppose","Support","Oppose","Most of the time"
"46185","Washington","Male",30,"Some college","White","Strong Republican","Conservative","Roman Catholic",NA,"No","Democrat","Support","Oppose","Support","Support","Support","Oppose","Favor","Most of the time"
"46186","Indiana","Male",71,"No HS","White","Not very strong Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Republican","Oppose","Oppose","Support","Support","Oppose","Support","Oppose","Some of the time"
"46187","New Jersey","Male",31,"4-year","White","Independent","Not sure","Agnostic","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"46188","Florida","Male",66,"Some college","Hispanic","Lean Democrat","Moderate","Nothing in particular","Donald J. Trump (Republican)",NA,"Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Some of the time"
"46189","New York","Female",31,"High school graduate","White","Independent","Liberal","Something else",NA,"No","Democrat","Oppose","Support","Oppose","Oppose","Oppose","Oppose","Favor","Only now and then"
"46190","Nebraska","Female",26,"Some college","White","Not very strong Republican","Conservative","Protestant",NA,"No","Republican","Oppose","Oppose","Support","Support","Support","Support","Oppose","Only now and then"
"46191","Iowa","Male",69,"High school graduate","White","Independent","Moderate","Agnostic","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Only now and then"
"46192","Texas","Female",24,"Some college","White","Strong Republican","Very conservative","Nothing in particular",NA,"No","Republican","Support","Oppose","Oppose","Oppose","Support","Oppose","Oppose","Some of the time"
"46193","Pennsylvania","Male",34,"Some college","Hispanic","Independent","Very liberal","Nothing in particular",NA,NA,"Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"46194","New Jersey","Male",69,"High school graduate","White","Not very strong Democrat","Moderate","Roman Catholic","Donald J. Trump (Republican)","No","Democrat","Oppose","Oppose","Support","Support","Support","Oppose","Favor","Some of the time"
"46195","California","Female",26,"2-year","Hispanic","Strong Democrat","Moderate","Roman Catholic",NA,NA,"Democrat","Oppose","Oppose","Support","Support","Oppose","Oppose","Favor","Some of the time"
"46196","Kansas","Male",40,"Some college","Black","Not very strong Democrat","Moderate","Protestant","Donald J. Trump (Republican)","No","Democrat","Oppose","Support","Support","Support","Support","Oppose","Oppose","Most of the time"
"46197","Ohio","Female",49,"No HS","White","Independent","Not sure","Protestant",NA,"No","Not sure","Oppose","Oppose","Oppose","Oppose","Oppose","Oppose","Favor","Hardly at all"
"46198","Iowa","Male",32,"4-year","White","Strong Democrat","Liberal","Roman Catholic","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
